FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150730;1200;18,1266;;;
150730;1300;17,46;;;
150730;1400;13,3766;;;
150730;1500;4,45999;;;
150730;1600;3,29333;;;
150730;1700;3,96;;;
150730;1800;5,12666;;;
150730;1900;8,87665;;;
150730;2000;8,54332;;;
150730;2100;7,37666;;;
150730;2200;1,24;;;
150730;2300;1;;;
150731;0000;1;;;
150731;0100;1;;;
150731;0200;1;;;
150731;0300;1;;;
150731;0400;1;;;
150731;0500;1;;;
150731;0600;1;;;
150731;0700;1;;;
150731;0800;1;;;
150731;0900;1;;;
150731;1000;1,72667;;;
150731;1100;3,79333;;;
150731;1200;6,04333;;;
150731;1300;8,79332;;;
150731;1400;7,45999;;;
150731;1500;3,96;;;
150731;1600;1,89;;;
150731;1700;1;;;
150731;1800;1;;;
150731;1900;1;;;
150731;2000;1;;;
150731;2100;1;;;
150731;2200;1;;;
150731;2300;1;;;
150801;0000;1;;;
150801;0100;1;;;
150801;0200;1;;;
150801;0300;1;;;
150801;0400;1;;;
150801;0500;1;;;
150801;0600;1;;;
150801;0700;1;;;
150801;0800;1;;;
150801;0900;1;;;
150801;1000;1;;;
150801;1100;1;;;
150801;1200;1;;;
150801;1300;1;;;
150801;1400;1;;;
150801;1500;1;;;
150801;1600;1;;;
150801;1700;1;;;
150801;1800;1;;;
150801;1900;1,16;;;
150801;2000;1,32;;;
150801;2100;1;;;
150801;2200;1;;;
150801;2300;1;;;
150802;0000;1,32;;;
150802;0100;1,4;;;
150802;0200;1;;;
150802;0300;1;;;
150802;0400;1;;;
150802;0500;1;;;
150802;0600;1;;;
150802;0700;1;;;
150802;0800;1;;;
150802;0900;1;;;
150802;1000;1;;;
150802;1100;1;;;
150802;1200;1;;;
150802;1300;1;;;
150802;1400;1;;;
150802;1500;1;;;
150802;1600;1;;;
150802;1700;1,24;;;
150802;1800;1;;;
150802;1900;1;;;
150802;2000;1;;;
150802;2100;1;;;
150802;2200;1;;;
150802;2300;1;;;
150803;0000;1;;;
150803;0100;1;;;
150803;0200;1;;;
150803;0300;1;;;
150803;0400;1;;;
150803;0500;1;;;
150803;0600;1;;;
150803;0700;1;;;
150803;0800;1;;;
150803;0900;1;;;
150803;1000;1;;;
150803;1100;1;;;
150803;1200;1;;;
150803;1300;1;;;
150803;1400;1;;;
150803;1500;1,4;;;
150803;1600;1;;;
150803;1700;1;;;
150803;1800;1;;;
150803;1900;1;;;
150803;2000;1;;;
150803;2100;1;;;
150803;2200;1;;;
150803;2300;1;;;
150804;0000;1;;;
150804;0100;1;;;
150804;0200;1;;;
150804;0300;1;;;
150804;0400;1;;;
150804;0500;1;;;
150804;0600;1;;;
150804;0700;1;;;
150804;0800;1;;;
150804;0900;1,16;;;
150804;1000;1,32;;;
150804;1100;6,45999;;;
150804;1200;14,3766;;;
150804;1300;17,6266;;;
150804;1400;16,2933;;;
150804;1500;10,7933;;;
150804;1600;6,87666;;;
150804;1700;1;;;
150804;1800;1,65333;;;
150804;1900;1;;;
150804;2000;1;;;
150804;2100;1;;;
150804;2200;1;;;
150804;2300;1;;;
150805;0000;1;;;
150805;0100;1;;;
150805;0200;1;;;
150805;0300;1;;;
150805;0400;1;;;
150805;0500;4,29333;;;
150805;0600;2,56667;;;
150805;0700;1;;;
150805;0800;1;;;
150805;0900;1;;;
150805;1000;2,81;;;
150805;1100;12,1266;;;
150805;1200;9,20999;;;
150805;1300;1,48667;;;
150805;1400;1,08;;;
150805;1500;1,08;;;
150805;1600;1;;;
150805;1700;1;;;
150805;1800;4,13333;;;
150805;1900;8,04332;;;
150805;2000;2,97667;;;
150805;2100;1;;;
150805;2200;1;;;
150805;2300;1;;;
150806;0000;1;;;
150806;0100;3,89;;;
150806;0200;4,04666;;;
150806;0300;2,05333;;;
150806;0400;1,08;;;
150806;0500;1,82;;;
150806;0600;1;;;
150806;0700;1;;;
150806;0800;1;;;
150806;0900;1;;;
150806;1000;3,81666;;;
150806;1100;9,95998;;;
150806;1200;10,71;;;
150806;1300;11,3766;;;
150806;1400;8,29332;;;
150806;1500;1,80667;;;
150806;1600;2,05333;;;
150806;1700;1,89333;;;
150806;1800;3,63333;;;
150806;1900;1,89;;;
150806;2000;1;;;
150806;2100;1;;;
150806;2200;1;;;
150806;2300;1;;;
150807;0000;1;;;
150807;0100;1;;;
150807;0200;1;;;
150807;0300;1;;;
150807;0400;1;;;
150807;0500;1;;;
150807;0600;1;;;
150807;0700;1;;;
150807;0800;1;;;
150807;0900;1;;;
150807;1000;1;;;
150807;1100;1;;;
150807;1200;2,07333;;;
150807;1300;5,70999;;;
150807;1400;7,87666;;;
150807;1500;5,12666;;;
150807;1600;1,56;;;
150807;1700;1;;;
150807;1800;1;;;
150807;1900;1;;;
150807;2000;1;;;
150807;2100;1;;;
150807;2200;1;;;
150807;2300;1;;;
150808;0000;1;;;
150808;0100;1;;;
150808;0200;1;;;
150808;0300;1;;;
150808;0400;2,98666;;;
150808;0500;14,6266;;;
150808;0600;13,6266;;;
150808;0700;10,21;;;
150808;0800;5,87666;;;
150808;0900;1,32333;;;
150808;1000;1,24;;;
150808;1100;5,04333;;;
150808;1200;16,5433;;;
150808;1300;18,7933;;;
150808;1400;21,71;;;
150808;1500;23,96;;;
150808;1600;24,6266;;;
150808;1700;23,0433;;;
150808;1800;20,1266;;;
150808;1900;18,3766;;;
150808;2000;10,0433;;;
150808;2100;10,6266;;;
150808;2200;2,39;;;
150808;2300;1,16333;;;
150809;0000;2,96666;;;
150809;0100;5,79333;;;
150809;0200;5,71;;;
150809;0300;3,12666;;;
150809;0400;1,16333;;;
150809;0500;1,8;;;
150809;0600;1;;;
150809;0700;1;;;
150809;0800;6,04333;;;
150809;0900;14,1266;;;
150809;1000;17,7933;;;
150809;1100;21,8766;;;
150809;1200;21,7933;;;
150809;1300;21,6266;;;
150809;1400;19,0433;;;
150809;1500;18,2933;;;
150809;1600;14,21;;;
150809;1700;9,87665;;;
150809;1800;2,71666;;;
150809;1900;2,62666;;;
150809;2000;4,62666;;;
150809;2100;5,62666;;;
150809;2200;4,12666;;;
150809;2300;14,8766;;;
150810;0000;14,2933;;;
150810;0100;6,04333;;;
150810;0200;7,95998;;;
150810;0300;11,0433;;;
150810;0400;9,37665;;;
150810;0500;6,12666;;;
150810;0600;2,4;;;
150810;0700;1;;;
150810;0800;1;;;
150810;0900;1,4;;;
150810;1000;2,54333;;;
150810;1100;3,71;;;
150810;1200;7,45999;;;
150810;1300;11,6266;;;
150810;1400;13,2933;;;
150810;1500;17,8766;;;
150810;1600;10,7933;;;
150810;1700;8,95998;;;
150810;1800;6,05;;;
150810;1900;1,97667;;;
150810;2000;1;;;
150810;2100;1;;;
150810;2200;1;;;
150810;2300;1,08;;;
150811;0000;1;;;
150811;0100;1;;;
150811;0200;1;;;
150811;0300;1;;;
150811;0400;1;;;
150811;0500;1;;;
150811;0600;1;;;
150811;0700;1;;;
150811;0800;1;;;
150811;0900;1,4;;;
150811;1000;2,29333;;;
150811;1100;3,87666;;;
150811;1200;7,04333;;;
150811;1300;12,5433;;;
150811;1400;21,2933;;;
150811;1500;21,6266;;;
150811;1600;19,96;;;
150811;1700;14,0433;;;
150811;1800;2,39666;;;
150811;1900;1;;;
150811;2000;1;;;
150811;2100;1;;;
150811;2200;1;;;
150811;2300;1;;;
150812;0000;1;;;
150812;0100;1;;;
150812;0200;1;;;
150812;0300;1;;;
150812;0400;1;;;
150812;0500;1;;;
150812;0600;1;;;
150812;0700;1;;;
150812;0800;1;;;
150812;0900;1;;;
150812;1000;1;;;
150812;1100;1;;;
150812;1200;2,88;;;
150812;1300;11,5433;;;
150812;1400;18,6266;;;
150812;1500;19,96;;;
150812;1600;12,3766;;;
150812;1700;2,21333;;;
150812;1800;1;;;
150812;1900;1;;;
150812;2000;1;;;
150812;2100;1;;;
150812;2200;1;;;
150812;2300;1;;;
150813;0000;1;;;
150813;0100;1;;;
150813;0200;1;;;
150813;0300;1;;;
150813;0400;1;;;
150813;0500;1;;;
150813;0600;1;;;
150813;0700;1;;;
150813;0800;1;;;
150813;0900;1,32;;;
150813;1000;3,21;;;
150813;1100;5,54333;;;
150813;1200;5,87666;;;
150813;1300;8,04332;;;
150813;1400;11,21;;;
150813;1500;13,5433;;;
150813;1600;10,3766;;;
150813;1700;6,79333;;;
150813;1800;1,57;;;
150813;1900;1;;;
150813;2000;1,08;;;
150813;2100;1;;;
150813;2200;1;;;
150813;2300;1;;;
150814;0000;1;;;
150814;0100;1;;;
150814;0200;1;;;
150814;0300;1;;;
150814;0400;1;;;
150814;0500;1;;;
150814;0600;1;;;
150814;0700;1;;;
150814;0800;1;;;
150814;0900;1,73;;;
150814;1000;5,37666;;;
150814;1100;10,96;;;
150814;1200;15,7933;;;
150814;1300;20,8766;;;
150814;1400;21,1266;;;
150814;1500;22,46;;;
150814;1600;20,71;;;
150814;1700;15,8766;;;
150814;1800;7,20999;;;
150814;1900;3,13;;;
150814;2000;2,89333;;;
150814;2100;1;;;
150814;2200;1;;;
150814;2300;1;;;
150815;0000;1;;;
150815;0100;1;;;
150815;0200;3,71666;;;
150815;0300;6,12666;;;
150815;0400;1,81;;;
150815;0500;1,08;;;
150815;0600;1;;;
150815;0700;1;;;
150815;0800;2,13;;;
150815;0900;3,21333;;;
150815;1000;4,79333;;;
150815;1100;5,46;;;
150815;1200;6,29333;;;
150815;1300;6,37666;;;
150815;1400;7,04333;;;
150815;1500;10,3766;;;
150815;1600;15,2933;;;
150815;1700;17,71;;;
150815;1800;8,20999;;;
150815;1900;2,05333;;;
150815;2000;3,87666;;;
150815;2100;1,24333;;;
150815;2200;1;;;
150815;2300;1;;;
150816;0000;1;;;
150816;0100;1;;;
150816;0200;1;;;
150816;0300;1;;;
150816;0400;1;;;
150816;0500;1;;;
150816;0600;1;;;
150816;0700;1;;;
150816;0800;1,16;;;
150816;0900;4,12666;;;
150816;1000;10,8766;;;
150816;1100;15,96;;;
150816;1200;23,46;;;
150816;1300;30,96;;;
150816;1400;36,6266;;;
150816;1500;38,96;;;
150816;1600;34,7933;;;
150816;1700;29,5433;;;
150816;1800;19,96;;;
150816;1900;10,96;;;
150816;2000;11,46;;;
150816;2100;14,71;;;
150816;2200;14,5433;;;
150816;2300;6,21666;;;
150817;0000;1;;;
150817;0100;2,97333;;;
150817;0200;8,70998;;;
150817;0300;3,97667;;;
150817;0400;1;;;
150817;0500;1;;;
150817;0600;1;;;
150817;0700;1;;;
150817;0800;1,24;;;
150817;0900;4,04333;;;
150817;1000;6,12666;;;
150817;1100;9,20998;;;
150817;1200;12,6266;;;
150817;1300;20,6266;;;
150817;1400;25,8766;;;
150817;1500;30,7933;;;
150817;1600;29,96;;;
150817;1700;21,7933;;;
150817;1800;8,70999;;;
150817;1900;1,64333;;;
150817;2000;1,32;;;
150817;2100;1,97333;;;
150817;2200;1;;;
150817;2300;1;;;
150818;0000;1;;;
150818;0100;1;;;
150818;0200;1;;;
150818;0300;1;;;
150818;0400;1;;;
150818;0500;1;;;
150818;0600;1;;;
150818;0700;1;;;
150818;0800;1;;;
150818;0900;1,24333;;;
150818;1000;8,20999;;;
150818;1100;12,6266;;;
150818;1200;15,5433;;;
150818;1300;20,0433;;;
150818;1400;26,1266;;;
150818;1500;28,2933;;;
150818;1600;30,21;;;
150818;1700;13,71;;;
150818;1800;1,49;;;
150818;1900;1;;;
150818;2000;1;;;
150818;2100;1;;;
150818;2200;1;;;
150818;2300;1;;;
150819;0000;1;;;
150819;0100;1;;;
150819;0200;1;;;
150819;0300;1;;;
150819;0400;1;;;
150819;0500;1;;;
150819;0600;1;;;
150819;0700;1,16333;;;
150819;0800;1;;;
150819;0900;2,56333;;;
150819;1000;6,37666;;;
150819;1100;9,37663;;;
150819;1200;12,8766;;;
150819;1300;25,21;;;
150819;1400;36,2933;;;
150819;1500;31,7933;;;
150819;1600;26,21;;;
150819;1700;16,1266;;;
150819;1800;8,37665;;;
150819;1900;4,38999;;;
150819;2000;1;;;
150819;2100;1;;;
150819;2200;1;;;
150819;2300;1;;;
150820;0000;1;;;
150820;0100;1;;;
150820;0200;1;;;
150820;0300;1;;;
150820;0400;1;;;
150820;0500;1;;;
150820;0600;1;;;
150820;0700;1;;;
150820;0800;1;;;
150820;0900;1,32667;;;
150820;1000;11,96;;;
150820;1100;21,96;;;
150820;1200;25,3766;;;
150820;1300;23,6266;;;
150820;1400;27,2933;;;
150820;1500;23,0433;;;
150820;1600;20,71;;;
150820;1700;15,3766;;;
150820;1800;9,87665;;;
150820;1900;6,29333;;;
150820;2000;1,32333;;;
150820;2100;1;;;
150820;2200;1;;;
150820;2300;5,3;;;
150821;0000;11,71;;;
150821;0100;14,1266;;;
150821;0200;16,3766;;;
150821;0300;15,7933;;;
150821;0400;9,70998;;;
150821;0500;1,98667;;;
150821;0600;1;;;
150821;0700;1;;;
150821;0800;1,9;;;
150821;0900;5,87666;;;
150821;1000;12,8766;;;
150821;1100;14,71;;;
150821;1200;17,7933;;;
150821;1300;17,46;;;
150821;1400;15,21;;;
150821;1500;12,21;;;
150821;1600;5,62666;;;
150821;1700;8,2933;;;
150821;1800;8,70999;;;
150821;1900;8,20999;;;
150821;2000;3,38;;;
150821;2100;3,4;;;
150821;2200;18,5433;;;
150821;2300;16,96;;;
150822;0000;20,96;;;
150822;0100;21,2933;;;
150822;0200;18,2933;;;
150822;0300;13,46;;;
150822;0400;14,0433;;;
150822;0500;7,79332;;;
150822;0600;1,49;;;
150822;0700;1;;;
150822;0800;1,4;;;
150822;0900;3,96;;;
150822;1000;8,70999;;;
150822;1100;15,1266;;;
150822;1200;19,96;;;
150822;1300;22,5433;;;
150822;1400;22,96;;;
150822;1500;23,21;;;
150822;1600;23,2933;;;
150822;1700;19,8766;;;
150822;1800;15,3766;;;
150822;1900;5,88999;;;
150822;2000;1;;;
150822;2100;1;;;
150822;2200;1;;;
150822;2300;1;;;
150823;0000;1,57333;;;
150823;0100;7,79332;;;
150823;0200;5,70999;;;
150823;0300;5,96;;;
150823;0400;4,54333;;;
150823;0500;1,56333;;;
150823;0600;1,08;;;
150823;0700;1;;;
150823;0800;1,57;;;
150823;0900;3,79333;;;
150823;1000;6,21;;;
150823;1100;11,21;;;
150823;1200;16,21;;;
150823;1300;17,3766;;;
150823;1400;18,21;;;
150823;1500;12,7933;;;
150823;1600;8,04332;;;
150823;1700;4,71;;;
150823;1800;1,16;;;
150823;1900;1;;;
150823;2000;1;;;
150823;2100;1;;;
150823;2200;1;;;
150823;2300;1;;;
150824;0000;1;;;
150824;0100;1;;;
150824;0200;1;;;
150824;0300;1;;;
150824;0400;1;;;
150824;0500;1;;;
150824;0600;1;;;
150824;0700;1;;;
150824;0800;1;;;
150824;0900;1,73333;;;
150824;1000;2,21;;;
150824;1100;5,79333;;;
150824;1200;14,8766;;;
150824;1300;18,5433;;;
150824;1400;22,71;;;
150824;1500;18,0433;;;
150824;1600;13,8766;;;
150824;1700;4,54666;;;
150824;1800;1;;;
150824;1900;1;;;
150824;2000;1;;;
150824;2100;1;;;
150824;2200;3,14666;;;
150824;2300;7,12666;;;
150825;0000;1,89667;;;
150825;0100;2,07666;;;
150825;0200;9,37665;;;
150825;0300;2,54333;;;
150825;0400;2,22667;;;
150825;0500;2,07333;;;
150825;0600;1,73667;;;
150825;0700;1;;;
150825;0800;3,46333;;;
150825;0900;7,37666;;;
150825;1000;4,70999;;;
150825;1100;4,29333;;;
150825;1200;6,12666;;;
150825;1300;12,6266;;;
150825;1400;16,46;;;
150825;1500;18,8766;;;
150825;1600;19,21;;;
150825;1700;14,96;;;
150825;1800;9,20999;;;
150825;1900;2,72667;;;
150825;2000;1,24;;;
150825;2100;3,12666;;;
150825;2200;3,79333;;;
150825;2300;10,0433;;;
150826;0000;8,70999;;;
150826;0100;6,12666;;;
150826;0200;3,29333;;;
150826;0300;2,55666;;;
150826;0400;3,21;;;
150826;0500;1,08;;;
150826;0600;1,08;;;
150826;0700;1;;;
150826;0800;2,89;;;
150826;0900;7,70998;;;
150826;1000;6,20999;;;
150826;1100;9,2933;;;
150826;1200;13,8766;;;
150826;1300;14,7933;;;
150826;1400;19,3766;;;
150826;1500;22,21;;;
150826;1600;20,21;;;
150826;1700;17,2933;;;
150826;1800;5,71666;;;
150826;1900;1;;;
150826;2000;1;;;
150826;2100;1;;;
150826;2200;1;;;
150826;2300;1;;;
150827;0000;1;;;
150827;0100;1;;;
150827;0200;1;;;
150827;0300;1;;;
150827;0400;1;;;
150827;0500;1;;;
150827;0600;1;;;
150827;0700;1;;;
150827;0800;1,08;;;
150827;0900;1;;;
150827;1000;1;;;
150827;1100;1;;;
150827;1200;1,32;;;
150827;1300;2,88;;;
150827;1400;3,18222;;;
150827;1500;1,80333;;;
150827;1600;1,08;;;
150827;1700;1;;;
150827;1800;1;;;
150827;1900;1;;;
150827;2000;1;;;
150827;2100;1;;;
150827;2200;1;;;
150827;2300;1;;;
150828;0000;1;;;
150828;0100;1;;;
150828;0200;1;;;
150828;0300;1;;;
150828;0400;1;;;
150828;0500;1;;;
150828;0600;1;;;
150828;0700;1;;;
150828;0800;1;;;
150828;0900;1;;;
150828;1000;1,16;;;
150828;1100;2,8;;;
150828;1200;7,37666;;;
150828;1300;13,96;;;
150828;1400;20,1266;;;
150828;1500;23,21;;;
150828;1600;20,46;;;
150828;1700;16,1266;;;
150828;1800;13,1266;;;
150828;1900;7,95999;;;
150828;2000;1;;;
150828;2100;1;;;
150828;2200;1;;;
150828;2300;1;;;
150829;0000;1;;;
150829;0100;1,08;;;
150829;0200;1;;;
150829;0300;1;;;
150829;0400;1;;;
150829;0500;1;;;
150829;0600;1;;;
150829;0700;1;;;
150829;0800;1,08;;;
150829;0900;3,79333;;;
150829;1000;10,71;;;
150829;1100;17,46;;;
150829;1200;24,6266;;;
150829;1300;33,96;;;
150829;1400;28,6266;;;
150829;1500;25,71;;;
150829;1600;29,2933;;;
150829;1700;23,46;;;
150829;1800;10,5433;;;
150829;1900;2,06333;;;
150829;2000;1;;;
150829;2100;1;;;
150829;2200;1,48;;;
150829;2300;1;;;
150830;0000;1,08;;;
150830;0100;1;;;
150830;0200;1;;;
150830;0300;1;;;
150830;0400;1;;;
150830;0500;1;;;
150830;0600;1;;;
150830;0700;1;;;
150830;0800;1;;;
150830;0900;5,29333;;;
150830;1000;13,5433;;;
150830;1100;26,3766;;;
150830;1200;39,7933;;;
150830;1300;45,0433;;;
150830;1400;44,7933;;;
150830;1500;46,7933;;;
150830;1600;42,8766;;;
150830;1700;32,6266;;;
150830;1800;15,21;;;
150830;1900;6,04999;;;
150830;2000;6,45999;;;
150830;2100;2,88667;;;
150830;2200;4,79333;;;
150830;2300;1,49;;;
150831;0000;1;;;
150831;0100;1;;;
150831;0200;1;;;
150831;0300;1;;;
150831;0400;1;;;
150831;0500;1;;;
150831;0600;1;;;
150831;0700;1;;;
150831;0800;1;;;
150831;0900;2,71333;;;
150831;1000;7,54333;;;
150831;1100;17,3766;;;
150831;1200;22,7933;;;
150831;1300;32,6266;;;
150831;1400;28,7933;;;
150831;1500;29,21;;;
150831;1600;27,6266;;;
150831;1700;17,8766;;;
150831;1800;9,70998;;;
150831;1900;5,20999;;;
150831;2000;1;;;
150831;2100;1;;;
150831;2200;1;;;
150831;2300;1;;;
150901;0000;1;;;
150901;0100;1;;;
150901;0200;1;;;
150901;0300;1;;;
150901;0400;1;;;
150901;0500;1;;;
150901;0600;1;;;
150901;0700;1;;;
150901;0800;1,16;;;
150901;0900;1,8;;;
150901;1000;3,87666;;;
150901;1100;10,6266;;;
150901;1200;21,46;;;
150901;1300;40,46;;;
150901;1400;34,0433;;;
150901;1500;35,2933;;;
150901;1600;34,3766;;;
150901;1700;28,2933;;;
150901;1800;13,21;;;
150901;1900;1,97333;;;
150901;2000;1,97667;;;
150901;2100;3,97666;;;
150901;2200;8,20998;;;
150901;2300;3,14;;;
150902;0000;1;;;
150902;0100;1;;;
150902;0200;1;;;
150902;0300;1;;;
150902;0400;1;;;
150902;0500;1;;;
150902;0600;1;;;
150902;0700;1;;;
150902;0800;1,32667;;;
150902;0900;4,54333;;;
150902;1000;9,04332;;;
150902;1100;16,7933;;;
150902;1200;35,1266;;;
150902;1300;40,3766;;;
150902;1400;34,6266;;;
150902;1500;37,2933;;;
150902;1600;38,21;;;
150902;1700;29,7933;;;
150902;1800;13,8766;;;
150902;1900;4,13667;;;
150902;2000;2,06333;;;
150902;2100;1;;;
150902;2200;1;;;
150902;2300;1,08;;;
150903;0000;1;;;
150903;0100;1;;;
150903;0200;1;;;
150903;0300;1;;;
150903;0400;1;;;
150903;0500;1;;;
150903;0600;1;;;
150903;0700;1,66;;;
150903;0800;1,32;;;
150903;0900;2,96;;;
150903;1000;9,62665;;;
150903;1100;20,0433;;;
150903;1200;30,46;;;
150903;1300;38,7933;;;
150903;1400;44,2933;;;
150903;1500;42,1266;;;
150903;1600;41,71;;;
150903;1700;40,7933;;;
150903;1800;18,21;;;
150903;1900;2,13667;;;
150903;2000;1;;;
150903;2100;1;;;
150903;2200;1;;;
150903;2300;1;;;
150904;0000;1;;;
150904;0100;1;;;
150904;0200;1;;;
150904;0300;1;;;
150904;0400;1;;;
150904;0500;1;;;
150904;0600;1;;;
150904;0700;1;;;
150904;0800;1,24;;;
150904;0900;3,54333;;;
150904;1000;8,54332;;;
150904;1100;20,96;;;
150904;1200;36,71;;;
150904;1300;45,96;;;
150904;1400;50,2933;;;
150904;1500;51,3766;;;
150904;1600;52,46;;;
150904;1700;46,0433;;;
150904;1800;29,6266;;;
150904;1900;14,6266;;;
150904;2000;4,55666;;;
150904;2100;1,08;;;
150904;2200;4,46333;;;
150904;2300;4,21;;;
150905;0000;1,48333;;;
150905;0100;1;;;
150905;0200;1;;;
150905;0300;1;;;
150905;0400;1;;;
150905;0500;1;;;
150905;0600;1;;;
150905;0700;1;;;
150905;0800;1,64333;;;
150905;0900;3,96;;;
150905;1000;10,7933;;;
150905;1100;25,5433;;;
150905;1200;44,46;;;
150905;1300;43,7933;;;
150905;1400;34,2933;;;
150905;1500;26,8766;;;
150905;1600;23,2933;;;
150905;1700;21,2933;;;
150905;1800;19,21;;;
150905;1900;17,71;;;
150905;2000;15,6266;;;
150905;2100;15,96;;;
150905;2200;16,8766;;;
150905;2300;13,0433;;;
150906;0000;15,1266;;;
150906;0100;14,1266;;;
150906;0200;12,21;;;
150906;0300;13,0433;;;
150906;0400;11,8766;;;
150906;0500;10,3766;;;
150906;0600;6,54333;;;
150906;0700;5,46;;;
150906;0800;5,12666;;;
150906;0900;7,21;;;
150906;1000;9,20998;;;
150906;1100;14,8766;;;
150906;1200;19,8766;;;
150906;1300;21,7933;;;
150906;1400;22,3766;;;
150906;1500;21,96;;;
150906;1600;21,3766;;;
150906;1700;16,5433;;;
150906;1800;15,7933;;;
150906;1900;13,1266;;;
150906;2000;12,96;;;
150906;2100;13,8766;;;
150906;2200;13,96;;;
150906;2300;13,3766;;;
150907;0000;11,2933;;;
150907;0100;7,87665;;;
150907;0200;7,29333;;;
150907;0300;7,45999;;;
150907;0400;5,29333;;;
150907;0500;3,38667;;;
150907;0600;1;;;
150907;0700;1,08;;;
150907;0800;2,06333;;;
150907;0900;3,04333;;;
150907;1000;5,95999;;;
150907;1100;6,27533;;;
150907;1200;6,79948;;;
150907;1300;6,15079;;;
150907;1400;;;33,6069;
150907;1500;8,91515;;;
150907;1600;6,05099;;;
150907;1700;1,09333;;;
150907;1800;1;;;
150907;1900;1,14;;;
150907;2000;1,04667;;;
150907;2100;1;;;
150907;2200;1;;;
150907;2300;1;;;
150908;0000;1;;;
150908;0100;1;;;
150908;0200;1;;;
150908;0300;1;;;
150908;0400;1;;;
150908;0500;1;;;
150908;0600;1;;;
150908;0700;1;;;
150908;0800;1;;;
150908;0900;2,0285;;;
150908;1000;5,38565;;;
150908;1100;4,22132;;;
150908;1200;3,057;;;
150908;1300;3,14016;;;
150908;1400;2,8075;;;
150908;1500;1,54983;;;
150908;1600;1,04667;;;
150908;1700;1;;;
150908;1800;1;;;
150908;1900;1;;;
150908;2000;1;;;
150908;2100;1;;;
150908;2200;1;;;
150908;2300;1;;;
150909;0000;1;;;
150909;0100;1;;;
150909;0200;1;;;
150909;0300;1;;;
150909;0400;1;;;
150909;0500;1;;;
150909;0600;1;;;
150909;0700;1;;;
150909;0800;1;;;
150909;0900;1,04667;;;
150909;1000;2,47483;;;
150909;1100;1,62283;;;
150909;1200;2,89066;;;
150909;1300;3,057;;;
150909;1400;3,14016;;;
150909;1500;1,23333;;;
150909;1600;1,18667;;;
150909;1700;1,30633;;;
150909;1800;1;;;
150909;1900;1;;;
150909;2000;1;;;
150909;2100;1;;;
150909;2200;1;;;
150909;2300;1,04667;;;
150910;0000;1;;;
150910;0100;1;;;
150910;0200;1;;;
150910;0300;1;;;
150910;0400;1;;;
150910;0500;1;;;
150910;0600;1;;;
150910;0700;1;;;
150910;0800;1;;;
150910;0900;1,18667;;;
150910;1000;3,22333;;;
150910;1100;8,96181;;;
150910;1200;11,2905;;;
150910;1300;19,9398;;;
150910;1400;27,009;;;
150910;1500;30,9178;;;
150910;1600;30,0862;;;
150910;1700;25,3456;;;
150910;1800;13,037;;;
150910;1900;4,63716;;;
150910;2000;4,72032;;;
150910;2100;2,278;;;
150910;2200;1;;;
150910;2300;1;;;
150911;0000;1;;;
150911;0100;1;;;
150911;0200;1,04667;;;
150911;0300;1,1765;;;
150911;0400;1;;;
150911;0500;1;;;
150911;0600;1;;;
150911;0700;1,09333;;;
150911;0800;1,9555;;;
150911;0900;3,55599;;;
150911;1000;8,96182;;;
150911;1100;14,9498;;;
150911;1200;23,017;;;
150911;1300;26,8427;;;
150911;1400;31,001;;;
150911;1500;32,7474;;;
150911;1600;32,2485;;;
150911;1700;27,7575;;;
150911;1800;12,9538;;;
150911;1900;6,13416;;;
150911;2000;10,7083;;;
150911;2100;4,66349;;;
150911;2200;1;;;
150911;2300;1;;;
150912;0000;1;;;
150912;0100;1,30633;;;
150912;0200;2,21516;;;
150912;0300;1,76283;;;
150912;0400;1,493;;;
150912;0500;1;;;
150912;0600;1;;;
150912;0700;1;;;
150912;0800;1,32667;;;
150912;0900;2,72433;;;
150912;1000;11,3737;;;
150912;1100;18,1933;;;
150912;1200;29,6703;;;
150912;1300;41,2305;;;
150912;1400;43,6423;;;
150912;1500;47,0521;;;
150912;1600;47,8837;;;
150912;1700;42,6443;;;
150912;1800;30,5851;;;
150912;1900;14,2845;;;
150912;2000;4,75682;;;
150912;2100;1,04667;;;
150912;2200;1;;;
150912;2300;1;;;
150913;0000;1,09333;;;
150913;0100;1,26983;;;
150913;0200;1,3165;;;
150913;0300;1,23333;;;
150913;0400;1,18667;;;
150913;0500;1;;;
150913;0600;1;;;
150913;0700;1,51933;;;
150913;0800;4,08132;;;
150913;0900;6,96582;;;
150913;1000;18,7755;;;
150913;1100;33,1633;;;
150913;1200;40,981;;;
150913;1300;47,5511;;;
150913;1400;55,7014;;;
150913;1500;52,3748;;;
150913;1600;50,0461;;;
150913;1700;49,0481;;;
150913;1800;39,2344;;;
150913;1900;24,1813;;;
150913;2000;16,1141;;;
150913;2100;4,00832;;;
150913;2200;;;;
150913;2300;;;;
150914;0000;1,48283;;;
150914;0100;1,3165;;;
150914;0200;1,14;;;
150914;0300;1;;;
150914;0400;1;;;
150914;0500;1,04667;;;
150914;0600;1;;;
150914;0700;1;;;
150914;0800;1;;;
150914;0900;1;;;
150914;1000;1,14;;;
150914;1100;1,633;;;
150914;1200;5,55199;;;
150914;1300;15,532;;;
150914;1400;29,9198;;;
150914;1500;23,1001;;;
150914;1600;20,1893;;;
150914;1700;9,54398;;;
150914;1800;7,71432;;;
